Code,School Name,Street,Suburb,State,Postcode,Postal Street,Postal Suburb,Postal State,Postal Postcode,Latitude,Longitude,Phone,Education Region,Broad Classification,Classification Group,Low Year,High Year,KIN,PPR,Y01,Y02,Y03,Y04,Y05,Y06,UPR,Y07,Y08,Y09,Y10,Y11,Y12,USE,Total Students
6034,KENWICK SCHOOL,1 MOORE STREET,KENWICK,WA,6107,1 MOORE STREET,KENWICK,WA,6107,-32.03760074,115.9663084,08 6216 4100,SOUTH METROPOLITAN,Education Support Schools,EDUCATION SUPPORT,KIN,Y12,1,1,4,2,6,7,2,2,,4,13,7,9,5,15,,78
1282,KERRY STREET COMMUNITY SCHOOL,20 FORREST ROAD,HAMILTON HILL,WA,6163,20 FORREST ROAD,HAMILTON HILL,WA,6163,-32.08253823,115.7737709,08 9335 1471,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,7,9,9,11,4,13,8,4,,,,,,,,,65
5247,KEWDALE PRIMARY SCHOOL,264 KEW STREET,KEWDALE,WA,6105,264 KEW STREET,KEWDALE,WA,6105,-31.97574657,115.9436158,08 9473 9500 ,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,34,37,35,35,41,45,28,31,,,,,,,,,286
4112,KIARA COLLEGE,368 BENARA ROAD,KIARA,WA,6054,368 BENARA ROAD,KIARA,WA,6054,-31.87744952,115.9350998,08 6235 7000,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,103,114,94,95,90,43,,539
5928,KIMBERLEY SCHOOL OF THE AIR,MARMION STREET,DERBY,WA,6728,PMB 988,DERBY,WA,6728,-17.309389,123.633779,08 9193 3070,KIMBERLEY,Distance Education,PRIMARY SCHOOLS,KIN,Y06,1,4,2,2,3,4,3,2,,,,,,,,,21
8141,KINDAIMANNA COMMUNITY KINDERGARTEN,GRASMERE WAY,KELMSCOTT,WA,6111,GRASMERE WAY,KELMSCOTT,WA,6111,-32.123468,115.999236,08 9390 7425,SOUTH METROPOLITAN,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,6,,,,,,,,,,,,,,,,6
5506,KINGSLEY PRIMARY SCHOOL,LATHWELL STREET,ARMADALE,WA,6112,LATHWELL STREET,ARMADALE,WA,6112,-32.134611,116.015233,08 9234 3800,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,30,35,28,35,23,32,31,32,,,,,,,,,246
5810,KINGSTON PRIMARY SCHOOL,MACQUARIE DRIVE,AUSTRALIND,WA,6233,PO BOX 1900,BUNBURY,WA,6230,-33.25919616,115.7435708,08 9797 5000,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,60,86,76,89,84,74,92,105,,,,,,,,,666
1312,KINGSWAY CHRISTIAN COLLEGE,157 KINGSWAY,DARCH,WA,6065,157 KINGSWAY,DARCH,WA,6065,-31.81156717,115.8374044,08 9302 8777,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,77,72,79,85,84,84,92,96,,115,119,123,118,117,126,,"1,387"
4172,KINROSS COLLEGE,FALKLAND WAY,KINROSS,WA,6028,FALKLAND WAY,KINROSS,WA,6028,-31.71789873,115.7325952,08 9233 6700,NORTH METROPOLITAN,High Schools,SECONDARY SCHOOLS,Y07,Y10,,,,,,,,,,184,184,196,163,,,,727
5740,KINROSS PRIMARY SCHOOL,64 KINROSS DRIVE,KINROSS,WA,6028,64 KINROSS DRIVE,KINROSS,WA,6028,-31.71880258,115.7368105,08 9233 6800,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,84,95,71,73,76,100,91,92,,,,,,,,,682
5250,KIRUP PRIMARY SCHOOL,6 STATION STREET,KIRUP,WA,6251,6 STATION STREET,KIRUP,WA,6251,-33.705302,115.891555,08 9732 3750,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y04,1,3,3,,3,3,,,,,,,,,,,13
4082,KOJONUP DISTRICT HIGH SCHOOL,BLACKWOOD ROAD,KOJONUP,WA,6395,BLACKWOOD ROAD,KOJONUP,WA,6395,-33.84013104,117.1565215,08 9831 3300,SOUTH WEST,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,19,26,20,25,32,16,40,16,,23,9,14,4,,,,244
1353,KOLBE CATHOLIC COLLEGE,DOWLING STREET,ROCKINGHAM,WA,6168,DOWLING STREET,ROCKINGHAM,WA,6168,-32.27997384,115.7539727,08 9592 1500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,221,220,214,206,177,154,,"1,192"
5252,KONDININ PRIMARY SCHOOL,75 GRAHAM STREET,KONDININ,WA,6367,75 GRAHAM STREET,KONDININ,WA,6367,-32.49408236,118.2637107,08 9889 1047,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,2,3,4,1,3,2,2,2,,,,,,,,,19
5578,KOONDOOLA PRIMARY SCHOOL,50 BURBRIDGE AVENUE,KOONDOOLA,WA,6064,50 BURBRIDGE AVENUE,KOONDOOLA,WA,6064,-31.83872675,115.8619753,08 9345 6200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,14,34,43,33,29,41,38,34,,,,,,,,,266
6088,KOORANA EDUCATION SUPPORT CENTRE,109 CORONATA DRIVE,WARNBRO,WA,6169,109 CORONATA DRIVE,WARNBRO,WA,6169,-32.34292727,115.7653169,08 9523 7999,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,6,8,5,5,7,6,1,4,,,,,,,,,42
5733,KOORANA PRIMARY SCHOOL,109 CORONATA DRIVE,WARNBRO,WA,6169,109 CORONATA DRIVE,WARNBRO,WA,6169,-32.34292727,115.7653169,08 9523 7900,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,53,40,43,53,48,39,45,39,,,,,,,,,360
5259,KOORDA PRIMARY SCHOOL,BIRDWOOD STREET,KOORDA,WA,6475,PO BOX 188,KOORDA,WA,6475,-30.826,117.483,08 9682 6000,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y05,6,2,4,3,5,1,6,,,,,,,,,,27
5261,KUKERIN PRIMARY SCHOOL,10 BENNETT STREET,KUKERIN,WA,6352,10 BENNETT STREET,KUKERIN,WA,6352,-33.18512011,118.0859386,08 9864 3500,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,6,5,5,6,6,8,1,7,,,,,,,,,44
4083,KULIN DISTRICT HIGH SCHOOL,GORDON STREET,KULIN,WA,6365,PO BOX 19,KULIN,WA,6365,-32.67021123,118.1526847,08 9880 1264,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,9,8,10,14,14,13,17,9,,12,10,8,12,,,,136
1260,KULKARRIYA COMMUNITY SCHOOL,YUNGNGORA COMMUNITY NOONKANBAH STATION,VIA FITZROY CROSSING,WA,6765,YUNGNGORA COMMUNITY NOONKANBAH STATION,VIA FITZROY CROSSING,WA,6765,-18.503222,124.831111,08 9191 4737,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y11,8,8,9,8,5,4,3,8,,3,4,3,2,2,,,67
1269,KURURRUNGKU CATHOLIC EDUCATION CENTRE,BILLILUNA STATION,VIA HALLS CREEK,WA,6770,BILLILUNA STATION,VIA HALLS CREEK,WA,6770,-19.555396,127.661765,08 9168 8932,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y08,7,3,5,7,6,4,10,4,,7,2,,,,,,55
5266,KYILLA PRIMARY SCHOOL,4 SELKIRK STREET,NORTH PERTH,WA,6006,4 SELKIRK STREET,NORTH PERTH,WA,6006,-31.91907193,115.851731,08 9216 3300,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,41,44,54,45,48,45,41,45,,,,,,,,,363
5267,LA GRANGE REMOTE COMMUNITY SCHOOL,"LOT 156, MISSION ROAD",BIDYADANGA,WA,6725,LOCKED BAG 4006,BROOME,WA,6725,-18.685254,121.782644,08 9193 4100,KIMBERLEY,Remote Community Schools,PRIMARY SCHOOLS,KIN,Y12,7,14,17,10,16,12,13,12,,13,14,9,12,3,8,,160
1223,LA SALLE COLLEGE,5 LA SALLE AVENUE,MIDDLE SWAN,WA,6056,5 LA SALLE AVENUE,MIDDLE SWAN,WA,6056,-31.87856979,116.004411,08 9449 0601,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,254,259,249,226,208,198,,"1,394"
4084,LAKE GRACE DISTRICT HIGH SCHOOL,1 SCHOOL PLACE,LAKE GRACE,WA,6353,1 SCHOOL PLACE,LAKE GRACE,WA,6353,-33.103443,118.459432,08 9865 4500,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,14,9,12,9,17,10,15,10,,10,4,8,6,4,2,,130
5269,LAKE GWELUP PRIMARY SCHOOL,59 PORTER STREET,GWELUP,WA,6018,59 PORTER STREET,GWELUP,WA,6018,-31.87143628,115.797937,08 9278 0400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,64,87,69,67,78,65,58,50,,,,,,,,,538
1366,LAKE JOONDALUP BAPTIST COLLEGE,8 KENNEDYA DRIVE,JOONDALUP,WA,6027,8 KENNEDYA DRIVE,JOONDALUP,WA,6027,-31.73747504,115.7614206,08 9300 7444,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,55,60,55,58,57,80,81,104,,142,158,138,160,149,126,,"1,423"
5270,LAKE KING PRIMARY SCHOOL,RAVENSTHORPE/NEWDEGATE ROAD,LAKE KING,WA,6356,C/- POST OFFICE,LAKE KING,WA,6356,-33.09143031,119.6734691,08 9874 4018,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,4,6,9,4,2,5,1,5,,,,,,,,,36
5450,LAKE MONGER PRIMARY SCHOOL,DODD STREET,WEMBLEY,WA,6014,DODD STREET,WEMBLEY,WA,6014,-31.92381333,115.8213089,08 9205 5400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,20,36,42,38,44,36,36,34,,,,,,,,,286
4150,LAKELAND SENIOR HIGH SCHOOL,106 SOUTH LAKE DRIVE,SOUTH LAKE,WA,6164,106 SOUTH LAKE DRIVE,SOUTH LAKE,WA,6164,-32.10905514,115.8459137,08 6172 2200,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,101,104,94,102,103,81,,585
5837,LAKELANDS PRIMARY SCHOOL,1 CAWANA PARKWAY,LAKELANDS,WA,6180,1 CAWANA PARKWAY,LAKELANDS,WA,6180,-32.47803782,115.7624628,08 9586 7650,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,76,88,85,83,84,94,97,96,,,,,,,,,703
1208,LANCE HOLT SCHOOL,10 HENRY STREET,FREMANTLE,WA,6160,10 HENRY STREET,FREMANTLE,WA,6160,-32.05462906,115.7441495,08 9335 6742,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,17,12,16,15,13,12,12,13,,,,,,,,,110
5272,LANCELIN PRIMARY SCHOOL,53 GINGIN ROAD,LANCELIN,WA,6044,53 GINGIN ROAD,LANCELIN,WA,6044,-31.01148261,115.3298498,08 9628 6000,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,12,11,9,14,8,6,11,6,,,,,,,,,77
1343,LANDSDALE CHRISTIAN SCHOOL,77 QUEENSWAY ROAD,LANDSDALE,WA,6065,77 QUEENSWAY ROAD,LANDSDALE,WA,6065,-31.80678912,115.8671747,08 9309 1830,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,11,16,7,11,11,7,3,8,,12,17,22,13,10,10,,158
5766,LANDSDALE PRIMARY SCHOOL,THE BROADVIEW,LANDSDALE,WA,6065,THE BROADVIEW,LANDSDALE,WA,6065,-31.80328614,115.8627751,08 9408 3850,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,77,113,89,102,102,107,92,107,,,,,,,,,789
5274,LATHLAIN PRIMARY SCHOOL,120 HOWICK STREET,LATHLAIN,WA,6100,120 HOWICK STREET,LATHLAIN,WA,6100,-31.96963317,115.9087559,08 9224 9800,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,74,92,79,76,68,74,62,59,,,,,,,,,584
5275,LAVERTON SCHOOL,LANCEFIELD STREET,LAVERTON,WA,6440,PO BOX 64,LAVERTON,WA,6440,-28.62734274,122.4043146,08 9031 1020,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y12,4,8,4,4,6,11,8,6,,6,6,6,4,8,5,,86
1476,LEANING TREE STEINER SCHOOL,74 MACEDONIA DRIVE,GLENFIELD,WA,6532,74 MACEDONIA DRIVE,GLENFIELD,WA,6532,-28.684027,114.62538,08 9964 6555,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y09,11,16,15,10,14,13,13,13,,14,13,11,,,,,143
6081,LEDA EDUCATION SUPPORT CENTRE,1-25 FEILMAN DRIVE,LEDA,WA,6170,1-25 FEILMAN DRIVE,LEDA,WA,6170,-32.26049532,115.8048608,08 9414 2080,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,3,9,8,10,8,6,7,2,,,,,,,,,53
5725,LEDA PRIMARY SCHOOL,1-25 FEILMAN DRIVE,LEDA,WA,6170,1-25 FEILMAN DRIVE,LEDA,WA,6170,-32.26049532,115.8048608,08 9414 2040,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,59,83,81,85,78,83,68,63,,,,,,,,,600
5539,LEEMAN PRIMARY SCHOOL,10 SPENCER STREET,LEEMAN,WA,6514,C/- POST OFFICE,LEEMAN,WA,6514,-29.94892052,114.9784342,08 9953 3100,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,3,4,3,2,,2,2,3,,,,,,,,,19
5659,LEEMING PRIMARY SCHOOL,10 MEHARRY ROAD,LEEMING,WA,6149,10 MEHARRY ROAD,LEEMING,WA,6149,-32.07551121,115.862877,08 9266 6700,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,42,46,33,44,39,47,44,,,,,,,,,335
4143,LEEMING SENIOR HIGH SCHOOL,AULBERRY PARADE,LEEMING,WA,6149,AULBERRY PARADE,LEEMING,WA,6149,-32.07467304,115.8564902,08 9237 6800 ,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,199,196,193,185,188,157,,"1,118"
6087,LEEMING SENIOR HIGH SCHOOL EDUCATION SUPPORT CENTRE,AULBERRY PARADE,LEEMING,WA,6149,AULBERRY PARADE,LEEMING,WA,6149,-32.07467304,115.8564902,08 9237 6870,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,Y07,Y12,,,,,,,,,,25,25,25,22,9,29,,135
5604,LEINSTER COMMUNITY SCHOOL,GLEDDEN DRIVE,LEINSTER,WA,6437,PMB 5,LEINSTER,WA,6437,-27.91539981,120.6955058,08 9055 9600,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y11,17,12,23,21,10,16,7,6,,5,2,4,2,3,,,128
4151,LEONORA DISTRICT HIGH SCHOOL,GWALIA STREET,LEONORA,WA,6438,PO BOX 200,LEONORA,WA,6438,-28.88414676,121.3329384,08 9066 8000,GOLDFIELDS,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,5,10,13,15,9,4,10,12,,7,8,8,4,6,1,,112
1327,LESCHENAULT CATHOLIC PRIMARY SCHOOL,MARDO AVENUE,AUSTRALIND,WA,6233,MARDO AVENUE,AUSTRALIND,WA,6233,-33.28334496,115.7224856,08 9720 3737,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,59,61,59,59,55,51,53,55,,,,,,,,,452
5279,LESMURDIE PRIMARY SCHOOL,49 SANDERSON ROAD,LESMURDIE,WA,6076,49 SANDERSON ROAD,LESMURDIE,WA,6076,-32.00399197,116.0450004,08 9291 2100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,39,40,36,39,41,45,51,38,,,,,,,,,329
4133,LESMURDIE SENIOR HIGH SCHOOL,21 REID ROAD,LESMURDIE,WA,6076,21 REID ROAD,LESMURDIE,WA,6076,-32.01252075,116.0516431,08 9291 1200,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,150,190,184,194,189,156,,"1,063"
5758,LITTLE GROVE PRIMARY SCHOOL,33 GORDON STREET,LITTLE GROVE,WA,6330,33 GORDON STREET,LITTLE GROVE,WA,6330,-35.06595201,117.867226,08 9845 9900,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,24,28,23,20,26,19,15,22,,,,,,,,,177
1408,LIVING WATERS LUTHERAN COLLEGE,176 CURRIE STREET,WARNBRO,WA,6169,176 CURRIE STREET,WARNBRO,WA,6169,-32.34307717,115.7544169,08 9593 1211,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,26,18,22,26,32,30,37,47,,52,68,64,61,68,31,,582
1232,LIWARA CATHOLIC PRIMARY SCHOOL,5 TUART ROAD,GREENWOOD,WA,6024,5 TUART ROAD,GREENWOOD,WA,6024,-31.83328555,115.7918194,08 9467 8153,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,58,56,47,53,56,47,52,56,,,,,,,,,425
5536,LOCKRIDGE PRIMARY SCHOOL,48 ROSHER ROAD,LOCKRIDGE,WA,6054,48 ROSHER ROAD,LOCKRIDGE,WA,6054,-31.88279111,115.9515213,08 9392 5150,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,27,34,27,34,28,28,31,27,,,,,,,,,236
8165,LOCKYER COMMUNITY KINDERGARTEN,7 LESCHENAULT STREET,ALBANY,WA,6330,7 LESCHENAULT STREET,ALBANY,WA,6330,-35.00417,117.86151,08 9841 3144,SOUTH WEST,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,73,,,,,,,,,,,,,,,,73
5671,LOOMA REMOTE COMMUNITY SCHOOL,LOOMA REMOTE COMMUNITY,LOOMA,WA,6728,PMB 904,DERBY,WA,6728,-18.039234,124.149541,08 9191 4765,KIMBERLEY,Remote Community Schools,PRIMARY SCHOOLS,KIN,Y12,8,13,13,10,8,10,4,6,,7,7,7,5,7,3,,108
1132,LORETO NEDLANDS,69 WEBSTER STREET,NEDLANDS,WA,6009,69 WEBSTER STREET,NEDLANDS,WA,6009,-31.98464523,115.8060593,08 6389 9400,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,24,20,21,27,26,18,27,25,,,,,,,,,188
8167,LOWER KING COMMUNITY KINDERGARTEN,34 RUTHERFORD DRIVE,LOWER KING,WA,6330,34 RUTHERFORD DRIVE,LOWER KING,WA,6330,-34.95841254,117.9349241,08 9844 7238,SOUTH WEST,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,17,,,,,,,,,,,,,,,,17
1308,LUMEN CHRISTI COLLEGE,81 STATION STREET,MARTIN,WA,6110,81 STATION STREET,MARTIN,WA,6110,-32.06737479,116.0120135,08 9394 9300,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,167,167,164,167,150,142,,957
1305,LUURNPA CATHOLIC SCHOOL,WIRRIMANU BALGO HILLS,VIA HALLS CREEK,WA,6770,WIRRIMANU BALGO HILLS,VIA HALLS CREEK,WA,6770,-20.142514,127.983031,08 9168 8902,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,6,17,7,10,14,8,12,15,,7,5,7,8,,,,116
4113,LYNWOOD SENIOR HIGH SCHOOL,436 METCALFE ROAD,PARKWOOD,WA,6147,436 METCALFE ROAD,PARKWOOD,WA,6147,-32.04190909,115.9161296,08 9354 0600,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,196,216,229,198,161,153,,"1,153"
6053,MADDINGTON EDUCATION SUPPORT CENTRE,1951 ALBANY HIGHWAY,MADDINGTON,WA,6109,1951 ALBANY HIGHWAY,MADDINGTON,WA,6109,-32.05405458,115.9855988,08 9205 5950,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,4,8,8,4,3,9,6,4,,,,,,,,,46
5281,MADDINGTON PRIMARY SCHOOL,1951 ALBANY HIGHWAY,MADDINGTON,WA,6109,1951 ALBANY HIGHWAY,MADDINGTON,WA,6109,-32.05485834,115.9868215,08 9205 5900,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,34,35,31,36,30,21,25,23,,,,,,,,,235
5811,MADELEY PRIMARY SCHOOL,MARTINDALE AVENUE,MADELEY,WA,6065,MARTINDALE AVENUE,MADELEY,WA,6065,-31.80675303,115.8289632,08 9306 6900,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,71,62,60,59,68,47,75,59,,,,,,,,,501
5282,MAIDA VALE PRIMARY SCHOOL,310 KALAMUNDA ROAD,MAIDA VALE,WA,6057,310 KALAMUNDA ROAD,MAIDA VALE,WA,6057,-31.94894601,116.0231303,08 6228 7400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,42,48,44,47,49,72,55,51,,,,,,,,,408
5601,MAIDENS PARK PRIMARY SCHOOL,WESTWOOD STREET,BUNBURY,WA,6230,PO BOX 4233,EAST BUNBURY,WA,6230,-33.36974451,115.6277556,08 9724 9450,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,24,24,23,18,17,19,17,22,,,,,,,,,164
1212,MAJELLA CATHOLIC PRIMARY SCHOOL,9 FINCHLEY CRESCENT,BALGA,WA,6061,9 FINCHLEY CRESCENT,BALGA,WA,6061,-31.85601373,115.8477866,08 9207 7500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,26,23,30,27,23,20,27,18,,,,,,,,,194
5824,MAKYBE RISE PRIMARY SCHOOL,MAKYBE DRIVE,BALDIVIS,WA,6171,MAKYBE DRIVE,BALDIVIS,WA,6171,-32.34435624,115.8175271,08 9523 5900,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,98,99,95,115,112,102,129,120,,,,,,,,,870
6035,MALIBU SCHOOL,104 GEORGETOWN DRIVE,SAFETY BAY,WA,6169,104 GEORGETOWN DRIVE,SAFETY BAY,WA,6169,-32.30377,115.742595,08 9527 9009,SOUTH METROPOLITAN,Education Support Schools,EDUCATION SUPPORT,KIN,Y12,4,6,7,2,4,7,7,7,,6,7,14,10,10,19,,110
5827,MALVERN SPRINGS PRIMARY SCHOOL,3 CHANDALA TURN,ELLENBROOK,WA,6069,3 CHANDALA TURN,ELLENBROOK,WA,6069,-31.75782406,115.9799705,08 6296 8240,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,115,107,104,114,119,85,86,107,,,,,,,,,837
1462,MANDURAH BAPTIST COLLEGE,CATALINA DRIVE,LAKELANDS,WA,6210,CATALINA DRIVE,LAKELANDS,WA,6210,-32.47830702,115.7601182,08 9583 7000,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,55,55,51,76,64,82,86,83,,117,131,131,119,118,98,,"1,266"
1380,MANDURAH CATHOLIC COLLEGE,79-97 COODANUP DRIVE,MANDURAH,WA,6210,79-97 COODANUP DRIVE,MANDURAH,WA,6210,-32.54895945,115.738286,08 9531 9500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,30,48,30,59,42,58,63,64,,237,228,244,226,234,175,,"1,738"
5283,MANDURAH PRIMARY SCHOOL,18 HACKETT STREET,MANDURAH,WA,6210,PO BOX 1077,MANDURAH,WA,6210,-32.52864487,115.7255254,08 9586 6850,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,42,28,36,11,35,34,25,14,,,,,,,,,225
4179,MANEA SENIOR COLLEGE,ROBERTSON DRIVE,BUNBURY,WA,6230,PO BOX 500,BUNBURY,WA,6230,-33.36775659,115.6567975,08 9721 0400,SOUTH WEST,Senior Colleges,SECONDARY SCHOOLS,Y11,Y12,,,,,,,,,,,,,,261,212,,473
6014,MANJIMUP EDUCATION SUPPORT CENTRE,FINCH STREET,MANJIMUP,WA,6258,LOCKED BAG 3,MANJIMUP,WA,6258,-34.234179,116.135653,08 9771 9050,SOUTH WEST,Education Support Centres,EDUCATION SUPPORT,PPR,Y12,,3,1,,1,2,,1,,2,4,1,2,3,4,,24
5284,MANJIMUP PRIMARY SCHOOL,19 FINCH STREET,MANJIMUP,WA,6258,LOCKED BAG 3,MANJIMUP,WA,6258,-34.23292451,116.1339591,08 9771 9000,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,31,21,35,25,24,33,38,34,,,,,,,,,241
4032,MANJIMUP SENIOR HIGH SCHOOL,RUTHERFORD STREET,MANJIMUP,WA,6258,LOCKED BAG 1,MANJIMUP,WA,6258,-34.233842,116.133228,08 9771 3400,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,83,78,102,105,117,113,,598
5285,MANNING PRIMARY SCHOOL,60-80 LEY STREET,MANNING,WA,6152,60-80 LEY STREET,MANNING,WA,6152,-32.01527547,115.8650557,08 9266 6250,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,63,59,53,50,63,50,49,,,,,,,,,427
5687,MARANGAROO PRIMARY SCHOOL,88 GIRALT ROAD,MARANGAROO,WA,6064,88 GIRALT ROAD,MARANGAROO,WA,6064,-31.82848696,115.8275899,08 9462 9999,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,31,40,27,30,24,26,18,21,,,,,,,,,217
5286,MARBLE BAR PRIMARY SCHOOL,AUGUSTA STREET,MARBLE BAR,WA,6760,LOCKED BAG 20,MARBLE BAR,WA,6760,-21.1694751,119.7478156,08 9176 1037,PILBARA,Primary Schools,PRIMARY SCHOOLS,KIN,Y12,1,2,2,2,3,1,1,6,,3,1,2,2,1,1,,28
1289,MARGARET RIVER INDEPENDENT SCHOOL,BUSSELL HIGHWAY,FOREST GROVE,WA,6286,BUSSELL HIGHWAY,FOREST GROVE,WA,6286,-34.06767921,115.1053456,08 9757 7515,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,PPR,Y06,,22,21,18,12,25,19,25,,,,,,,,,142
1389,MARGARET RIVER MONTESSORI SCHOOL,4-6 CLARKE ROAD,MARGARET RIVER,WA,6285,4-6 CLARKE ROAD,MARGARET RIVER,WA,6285,-33.95961243,115.0673346,08 9757 2564,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,14,15,19,16,16,17,17,14,,,,,,,,,128
